"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Gordon County, GA"	"13129"	859	284416	302.0	260.8
	"Grady County, GA"	"13131"	460	121191	379.6	283.7
	"Greene County, GA"	"13133"	297	87084	341.1	196.0
	"Gwinnett County, GA"	"13135"	6189	4593815	134.7	157.4
	"Habersham County, GA"	"13137"	628	221424	283.6	211.5
	"Hall County, GA"	"13139"	2074	992949	208.9	183.5
	"Hancock County, GA"	"13141"	163	41300	394.7	262.4
	"Haralson County, GA"	"13143"	508	145675	348.7	277.6
	"Harris County, GA"	"13145"	398	170463	233.5	177.6
	"Hart County, GA"	"13147"	421	127156	331.1	212.5
	"Heard County, GA"	"13149"	201	58006	346.5	266.4
	"Henry County, GA"	"13151"	2372	1140985	207.9	215.1
	"Houston County, GA"	"13153"	1699	769484	220.8	217.4
	"Irwin County, GA"	"13155"	208	45876	453.4	353.5
	"Jackson County, GA"	"13157"	887	347576	255.2	226.8
	"Jasper County, GA"	"13159"	232	69226	335.1	255.8
	"Jeff Davis County, GA"	"13161"	311	74355	418.3	345.8
	"Jefferson County, GA"	"13163"	373	76097	490.2	369.9
	"Jenkins County, GA"	"13165"	157	42886	366.1	296.2
	"Johnson County, GA"	"13167"	184	47156	390.2	293.6
	"Jones County, GA"	"13169"	399	140921	283.1	221.2
	"Lamar County, GA"	"13171"	372	92805	400.8	330.5
	"Lanier County, GA"	"13173"	177	51705	342.3	313.5
	"Laurens County, GA"	"13175"	853	232001	367.7	289.8
	"Lee County, GA"	"13177"	386	147348	262.0	264.1
	"Liberty County, GA"	"13179"	655	307896	212.7	268.3
	"Lincoln County, GA"	"13181"	130	38709	335.8	214.2
	"Long County, GA"	"13183"	164	95169	172.3	213.0
	"Lowndes County, GA"	"13185"	1499	574680	260.8	273.8
	"Lumpkin County, GA"	"13187"	456	162672	280.3	225.9
	"McDuffie County, GA"	"13189"	418	105299	397.0	313.6
	"McIntosh County, GA"	"13191"	216	69296	311.7	196.9
	"Macon County, GA"	"13193"	244	64626	377.6	293.2
	"Madison County, GA"	"13195"	455	146005	311.6	239.8
	"Marion County, GA"	"13197"	148	41559	356.1	240.1
	"Meriwether County, GA"	"13199"	521	103175	505.0	351.8
	"Miller County, GA"	"13201"	133	27835	477.8	339.8
	"Mitchell County, GA"	"13205"	434	108330	400.6	317.7
	"Monroe County, GA"	"13207"	398	134612	295.7	218.3
	"Montgomery County, GA"	"13209"	178	44896	396.5	303.2
	"Morgan County, GA"	"13211"	257	92488	277.9	198.0
	"Murray County, GA"	"13213"	707	196802	359.2	308.1
	"Muscogee County, GA"	"13215"	3495	961585	363.5	349.6
	"Newton County, GA"	"13217"	1366	543006	251.6	240.0
	"Oconee County, GA"	"13219"	314	192498	163.1	144.6
	"Oglethorpe County, GA"	"13221"	213	74051	287.6	208.1
	"Paulding County, GA"	"13223"	1438	814671	176.5	196.9
	"Peach County, GA"	"13225"	468	134531	347.9	294.0
	"Pickens County, GA"	"13227"	510	157352	324.1	212.9
	"Pierce County, GA"	"13229"	393	95233	412.7	322.8
	"Pike County, GA"	"13231"	282	91496	308.2	254.7
	"Polk County, GA"	"13233"	765	208516	366.9	310.3
	"Pulaski County, GA"	"13235"	202	54542	370.4	236.0
	"Putnam County, GA"	"13237"	341	107503	317.2	192.2
	"Quitman County, GA"	"13239"	52	11165	465.7	296.2
	"Rabun County, GA"	"13241"	325	82210	395.3	210.7
	"Randolph County, GA"	"13243"	140	33183	421.9	283.5
	"Richmond County, GA"	"13245"	3183	994622	320.0	296.2
	"Rockdale County, GA"	"13247"	1165	445936	261.2	233.0
	"Schley County, GA"	"13249"	66	25580	258.0	211.3
	"Screven County, GA"	"13251"	271	68565	395.2	282.5
	"Seminole County, GA"	"13253"	197	40067	491.7	313.4
	"Spalding County, GA"	"13255"	1253	324514	386.1	301.1
	"Stephens County, GA"	"13257"	558	127514	437.6	314.2
	"Stewart County, GA"	"13259"	98	30484	321.5	287.4
	"Sumter County, GA"	"13261"	494	146063	338.2	282.0
	"Talbot County, GA"	"13263"	127	30426	417.4	237.7
	"Taliaferro County, GA"	"13265"	32	7610	420.5	237.4
	"Tattnall County, GA"	"13267"	427	124800	342.1	303.2
	"Taylor County, GA"	"13269"	176	39617	444.3	293.1
	"Telfair County, GA"	"13271"	225	77367	290.8	220.6
	"Terrell County, GA"	"13273"	177	42439	417.1	306.3
	"Thomas County, GA"	"13275"	794	218686	363.1	277.4
	"Tift County, GA"	"13277"	743	199931	371.6	328.4
	"Toombs County, GA"	"13279"	523	132244	395.5	323.8
	"Towns County, GA"	"13281"	251	56697	442.7	210.3
	"Treutlen County, GA"	"13283"	126	33212	379.4	292.7
	"Troup County, GA"	"13285"	1211	343745	352.3	313.9
	"Turner County, GA"	"13287"	172	38795	443.4	326.7
	"Twiggs County, GA"	"13289"	188	40051	469.4	295.2
	"Union County, GA"	"13291"	338	116241	290.8	142.4
	"Upson County, GA"	"13293"	687	128937	532.8	388.5
	"Walker County, GA"	"13295"	1140	338986	336.3	248.7
	"Walton County, GA"	"13297"	1251	459581	272.2	230.1
	"Ware County, GA"	"13299"	755	174581	432.5	341.9
	"Warren County, GA"	"13301"	111	25739	431.3	271.2
	"Washington County, GA"	"13303"	338	99550	339.5	261.1
	"Wayne County, GA"	"13305"	550	147336	373.3	307.9
	"Webster County, GA"	"13307"	43	12564	342.2	215.1
	"Wheeler County, GA"	"13309"	91	38733	234.9	205.5
	"White County, GA"	"13311"	440	147110	299.1	193.8
	"Whitfield County, GA"	"13313"	1324	513552	257.8	236.2
	"Wilcox County, GA"	"13315"	166	42510	390.5	308.5
	"Wilkes County, GA"	"13317"	192	47560	403.7	254.7
	"Wilkinson County, GA"	"13319"	195	43877	444.4	300.2
	"Worth County, GA"	"13321"	386	99832	386.6	279.3
	"Hawaii County, HI"	"15001"	2493	979518	254.5	183.9
	"Honolulu County, HI"	"15003"	9592	4749497	202.0	166.3
	"Kauai County, HI"	"15007"	758	350441	216.3	163.2
	"Maui County, HI"	"15009"	1659	815490	203.4	158.8
	"Ada County, ID"	"16001"	3918	2310513	169.6	157.3
	"Adams County, ID"	"16003"	62	20558	301.6	144.3
	"Bannock County, ID"	"16005"	943	426874	220.9	213.2
	"Bear Lake County, ID"	"16007"	93	29589	314.3	232.5
	"Benewah County, ID"	"16009"	180	45437	396.2	238.1
	"Bingham County, ID"	"16011"	614	227820	269.5	255.2
	"Blaine County, ID"	"16013"	127	111172	114.2	80.9
	"Boise County, ID"	"16015"	96	37302	257.4	142.3
	"Bonner County, ID"	"16017"	639	218626	292.3	175.5
	"Bonneville County, ID"	"16019"	1285	575976	223.1	224.2
	"Boundary County, ID"	"16021"	160	59078	270.8	174.3
	"Butte County, ID"	"16023"	55	12626	435.6	275.8
	"Camas County, ID"	"16025"	17	5399	Unreliable	Unreliable
	"Canyon County, ID"	"16027"	2447	1103735	221.7	215.3
	"Caribou County, ID"	"16029"	105	34517	304.2	229.8
	"Cassia County, ID"	"16031"	266	117242	226.9	212.0
	"Clearwater County, ID"	"16035"	147	42114	349.1	186.0
	"Custer County, ID"	"16037"	79	20540	384.6	194.9
	"Elmore County, ID"	"16039"	306	133368	229.4	218.7
	"Franklin County, ID"	"16041"	126	67554	186.5	175.3
	"Fremont County, ID"	"16043"	164	64410	254.6	201.7
	"Gem County, ID"	"16045"	307	87004	352.9	225.5
	"Gooding County, ID"	"16047"	221	74548	296.5	235.1
	"Idaho County, ID"	"16049"	240	80070	299.7	164.0
	"Jefferson County, ID"	"16051"	273	144510	188.9	208.2
	"Jerome County, ID"	"16053"	262	118134	221.8	219.4
	"Kootenai County, ID"	"16055"	2030	794474	255.5	189.8
	"Latah County, ID"	"16057"	296	196453	150.7	156.8
	"Lemhi County, ID"	"16059"	136	38248	355.6	188.6
	"Lewis County, ID"	"16061"	80	18702	427.8	253.2
	"Lincoln County, ID"	"16063"	57	26259	217.1	203.0
	"Madison County, ID"	"16065"	204	196249	103.9	185.2
	"Minidoka County, ID"	"16067"	258	102139	252.6	213.6
	"Nez Perce County, ID"	"16069"	609	196485	309.9	216.4
	"Oneida County, ID"	"16071"	63	21681	290.6	208.2
	"Owyhee County, ID"	"16073"	165	57622	286.3	226.6
	"Payette County, ID"	"16075"	366	116375	314.5	231.5
	"Power County, ID"	"16077"	92	37749	243.7	213.1
	"Shoshone County, ID"	"16079"	309	62102	497.6	307.7
	"Teton County, ID"	"16081"	59	58074	101.6	122.2
	"Twin Falls County, ID"	"16083"	1036	422067	245.5	214.9
	"Valley County, ID"	"16085"	84	54431	154.3	94.5
	"Washington County, ID"	"16087"	148	49608	298.3	177.0
	"Adams County, IL"	"17001"	1012	317260	319.0	226.4
	"Alexander County, IL"	"17003"	149	29272	509.0	322.1
	"Bond County, IL"	"17005"	260	80876	321.5	239.2
	"Boone County, IL"	"17007"	573	262384	218.4	179.0
	"Brown County, IL"	"17009"	73	32516	224.5	205.7
	"Bureau County, IL"	"17011"	499	158898	314.0	201.0
	"Calhoun County, IL"	"17013"	73	23152	315.3	176.8
	"Carroll County, IL"	"17015"	273	69402	393.4	219.1
	"Cass County, IL"	"17017"	191	59971	318.5	247.5
	"Champaign County, IL"	"17019"	1675	1028052	162.9	174.2
	"Christian County, IL"	"17021"	515	158628	324.7	222.8
	"Clark County, IL"	"17023"	274	75803	361.5	256.5
	"Clay County, IL"	"17025"	212	64245	330.0	229.6
	"Clinton County, IL"	"17027"	434	183200	236.9	185.3
	"Coles County, IL"	"17029"	700	249950	280.1	231.1
	"Cook County, IL"	"17031"	56868	25336434	224.5	204.3
	"Crawford County, IL"	"17033"	259	91791	282.2	202.9
	"Cumberland County, IL"	"17035"	157	52462	299.3	218.1
	"DeKalb County, IL"	"17037"	966	514503	187.8	196.7
	"De Witt County, IL"	"17039"	286	77058	371.1	263.0
	"Douglas County, IL"	"17041"	194	95349	203.5	154.7
	"DuPage County, IL"	"17043"	7390	4535044	163.0	141.6
	"Edgar County, IL"	"17045"	323	83600	386.4	250.1
	"Edwards County, IL"	"17047"	115	31192	368.7	246.8
	"Effingham County, IL"	"17049"	443	166690	265.8	202.4
	"Fayette County, IL"	"17051"	324	104721	309.4	231.2
	"Ford County, IL"	"17053"	233	63705	365.7	263.4
	"Franklin County, IL"	"17055"	775	188679	410.8	275.5
	"Fulton County, IL"	"17057"	642	168317	381.4	258.8
	"Gallatin County, IL"	"17059"	122	24451	499.0	301.6
	"Greene County, IL"	"17061"	229	63332	361.6	249.6
	"Grundy County, IL"	"17063"	638	250038	255.2	232.0
	"Hamilton County, IL"	"17065"	133	39390	337.6	217.0
	"Hancock County, IL"	"17067"	295	86532	340.9	209.4
	"Hardin County, IL"	"17069"	117	19096	612.7	352.8
	"Henderson County, IL"	"17071"	147	32351	454.4	265.7
	"Henry County, IL"	"17073"	748	238224	314.0	218.6
	"Iroquois County, IL"	"17075"	520	133155	390.5	254.6
	"Jackson County, IL"	"17077"	649	281520	230.5	214.5
	"Jasper County, IL"	"17079"	128	46372	276.0	197.1
	"Jefferson County, IL"	"17081"	661	184732	357.8	265.0
	"Jersey County, IL"	"17083"	415	106455	389.8	270.2
	"Jo Daviess County, IL"	"17085"	269	103749	259.3	142.9
	"Johnson County, IL"	"17087"	206	61662	334.1	224.1
	"Kane County, IL"	"17089"	4212	2622761	160.6	153.0
	"Kankakee County, IL"	"17091"	1453	535101	271.5	222.9
	"Kendall County, IL"	"17093"	808	631918	127.9	159.4
	"Knox County, IL"	"17095"	992	242697	408.7	277.8
	"Lake County, IL"	"17097"	5519	3434056	160.7	148.7
	"LaSalle County, IL"	"17099"	1777	531069	334.6	242.9
	"Lawrence County, IL"	"17101"	276	77503	356.1	273.1
	"Lee County, IL"	"17103"	454	165934	273.6	191.6
	"Livingston County, IL"	"17105"	586	174332	336.1	244.6
	"Logan County, IL"	"17107"	447	140579	318.0	240.4
	"McDonough County, IL"	"17109"	439	146435	299.8	256.1
	"McHenry County, IL"	"17111"	2825	1515248	186.4	164.9
	"McLean County, IL"	"17113"	1543	845071	182.6	184.3
	"Macon County, IL"	"17115"	1436	508549	282.4	205.0
	"Macoupin County, IL"	"17117"	662	219807	301.2	215.1
	"Madison County, IL"	"17119"	3956	1291009	306.4	240.6
	"Marion County, IL"	"17121"	776	182595	425.0	306.9
	"Marshall County, IL"	"17123"	170	56020	303.5	185.9
	"Mason County, IL"	"17125"	269	65221	412.4	266.2
	"Massac County, IL"	"17127"	306	67983	450.1	307.8
	"Menard County, IL"	"17129"	136	59768	227.5	160.4
	"Mercer County, IL"	"17131"	259	75242	344.2	215.8
	"Monroe County, IL"	"17133"	373	167354	222.9	167.4
	"Montgomery County, IL"	"17135"	457	138058	331.0	232.9
	"Morgan County, IL"	"17137"	650	164057	396.2	277.3
	"Moultrie County, IL"	"17139"	227	70702	321.1	245.6
	"Ogle County, IL"	"17141"	688	248243	277.1	201.8
	"Peoria County, IL"	"17143"	2536	884137	286.8	238.4
	"Perry County, IL"	"17145"	335	102839	325.8	240.2
	"Piatt County, IL"	"17147"	206	80167	257.0	186.1
	"Pike County, IL"	"17149"	278	75720	367.1	244.3
	"Pope County, IL"	"17151"	88	20293	433.6	245.8
	"Pulaski County, IL"	"17153"	128	26391	485.0	295.7
	"Putnam County, IL"	"17155"	78	27888	279.7	180.9
	"Randolph County, IL"	"17157"	506	155646	325.1	240.5
	"Richland County, IL"	"17159"	304	75813	401.0	272.3
	"Rock Island County, IL"	"17161"	1937	697007	277.9	202.7
	"St. Clair County, IL"	"17163"	3633	1276473	284.6	241.0
	"Saline County, IL"	"17165"	527	115815	455.0	310.5
	"Sangamon County, IL"	"17167"	2469	955166	258.5	203.1
	"Schuyler County, IL"	"17169"	146	33319	438.2	280.3
	"Scott County, IL"	"17171"	76	24203	314.0	205.2
	"Shelby County, IL"	"17173"	286	104567	273.5	171.7
	"Stark County, IL"	"17175"	92	26410	348.4	216.0
	"Stephenson County, IL"	"17177"	698	215727	323.6	205.6
	"Tazewell County, IL"	"17179"	1829	645155	283.5	210.0
	"Union County, IL"	"17181"	317	82045	386.4	258.2
	"Vermilion County, IL"	"17183"	1494	373885	399.6	292.3
	"Wabash County, IL"	"17185"	168	55354	303.5	210.9
	"Warren County, IL"	"17187"	309	82958	372.5	264.6
	"Washington County, IL"	"17189"	188	67698	277.7	191.5
	"Wayne County, IL"	"17191"	283	79245	357.1	229.6
	"White County, IL"	"17193"	260	66529	390.8	255.2
	"Whiteside County, IL"	"17195"	844	269699	312.9	213.0
	"Will County, IL"	"17197"	6549	3405362	192.3	188.6
	"Williamson County, IL"	"17199"	1001	327772	305.4	218.9
	"Winnebago County, IL"	"17201"	3877	1386081	279.7	220.4
	"Woodford County, IL"	"17203"	433	187225	231.3	187.6
	"Adams County, IN"	"18001"	423	173470	243.8	217.9
	"Allen County, IN"	"18003"	4872	1845115	264.0	243.2
	"Bartholomew County, IN"	"18005"	1014	406292	249.6	208.0
	"Benton County, IN"	"18007"	133	42401	313.7	236.7
	"Blackford County, IN"	"18009"	248	58097	426.9	276.9
	"Boone County, IN"	"18011"	687	329689	208.4	198.9
	"Brown County, IN"	"18013"	222	73822	300.7	179.4
	"Carroll County, IN"	"18015"	247	98322	251.2	178.9
	"Cass County, IN"	"18017"	589	184445	319.3	245.9
	"Clark County, IN"	"18019"	1856	578356	320.9	268.3
	"Clay County, IN"	"18021"	468	128341	364.7	277.9
	"Clinton County, IN"	"18023"	477	157322	303.2	249.5
	"Crawford County, IN"	"18025"	238	52032	457.4	319.8
	"Daviess County, IN"	"18027"	443	162886	272.0	234.7
	"Dearborn County, IN"	"18029"	721	243495	296.1	223.7
	"Decatur County, IN"	"18031"	424	130469	325.0	262.5
	"De Kalb County, IN"	"18033"	634	211837	299.3	250.5
	"Delaware County, IN"	"18035"	2007	560012	358.4	297.0
	"Dubois County, IN"	"18037"	558	207771	268.6	204.9
	"Elkhart County, IN"	"18039"	2554	1006631	253.7	230.6
	"Fayette County, IN"	"18041"	522	112718	463.1	330.4
	"Floyd County, IN"	"18043"	1178	382097	308.3	256.3
	"Fountain County, IN"	"18045"	308	80008	385.0	265.3
	"Franklin County, IN"	"18047"	315	111239	283.2	211.7
	"Fulton County, IN"	"18049"	426	97985	434.8	310.9
	"Gibson County, IN"	"18051"	571	164208	347.7	273.5
	"Grant County, IN"	"18053"	1411	322336	437.7	323.3
	"Greene County, IN"	"18055"	569	156829	362.8	253.0
	"Hamilton County, IN"	"18057"	2232	1629673	137.0	145.7
	"Hancock County, IN"	"18059"	898	376154	238.7	196.7
	"Harrison County, IN"	"18061"	615	197413	311.5	239.1
	"Hendricks County, IN"	"18063"	1562	822701	189.9	181.0
	"Henry County, IN"	"18065"	895	235815	379.5	272.5
	"Howard County, IN"	"18067"	1564	402527	388.5	286.0
	"Huntington County, IN"	"18069"	556	177709	312.9	244.6
	"Jackson County, IN"	"18071"	689	216165	318.7	258.5
	"Jasper County, IN"	"18073"	522	164104	318.1	244.2
	"Jay County, IN"	"18075"	354	101394	349.1	271.1
	"Jefferson County, IN"	"18077"	598	157990	378.5	289.7
	"Jennings County, IN"	"18079"	498	136298	365.4	287.0
	"Johnson County, IN"	"18081"	1769	768091	230.3	206.4
	"Knox County, IN"	"18083"	683	180995	377.4	295.3
	"Kosciusko County, IN"	"18085"	1058	388537	272.3	220.5
	"Lagrange County, IN"	"18087"	415	194679	213.2	206.8
	"Lake County, IN"	"18089"	7156	2376467	301.1	248.2
	"La Porte County, IN"	"18091"	1720	538378	319.5	247.6
	"Lawrence County, IN"	"18093"	851	222276	382.9	268.4
	"Madison County, IN"	"18095"	2287	633434	361.0	274.9
	"Marion County, IN"	"18097"	12007	4700120	255.5	258.4
	"Marshall County, IN"	"18099"	657	225799	291.0	228.2
	"Martin County, IN"	"18101"	160	49888	320.7	221.2
	"Miami County, IN"	"18103"	661	174399	379.0	293.3
	"Monroe County, IN"	"18105"	1137	723580	157.1	167.9
	"Montgomery County, IN"	"18107"	469	187223	250.5	189.4
	"Morgan County, IN"	"18109"	1075	345246	311.4	242.3
	"Newton County, IN"	"18111"	251	68406	366.9	249.7
	"Noble County, IN"	"18113"	698	233427	299.0	257.9
	"Ohio County, IN"	"18115"	105	28731	365.5	227.8
	"Orange County, IN"	"18117"	423	95486	443.0	317.3
	"Owen County, IN"	"18119"	404	102404	394.5	280.4
	"Parke County, IN"	"18121"	240	82704	290.2	207.4
	"Perry County, IN"	"18123"	294	93092	315.8	242.9
	"Pike County, IN"	"18125"	219	60564	361.6	244.7
	"Porter County, IN"	"18127"	2013	831522	242.1	198.0
	"Posey County, IN"	"18129"	373	124442	299.7	220.5
	"Pulaski County, IN"	"18131"	223	60914	366.1	255.8
	"Putnam County, IN"	"18133"	507	184111	275.4	220.7
	"Randolph County, IN"	"18135"	489	120257	406.6	282.8
	"Ripley County, IN"	"18137"	463	139282	332.4	251.4
	"Rush County, IN"	"18139"	289	81247	355.7	261.5
	"St. Joseph County, IN"	"18141"	3658	1322339	276.6	242.3
	"Scott County, IN"	"18143"	455	117373	387.7	305.0
	"Shelby County, IN"	"18145"	651	218118	298.5	235.2
	"Spencer County, IN"	"18147"	291	99544	292.3	211.8
	"Starke County, IN"	"18149"	390	113132	344.7	244.9
	"Steuben County, IN"	"18151"	439	169128	259.6	181.6
	"Sullivan County, IN"	"18153"	358	101175	353.8	275.3
	"Switzerland County, IN"	"18155"	158	52525	300.8	230.1
	"Tippecanoe County, IN"	"18157"	1528	948805	161.0	185.8
	"Tipton County, IN"	"18159"	255	73752	345.8	233.2
	"Union County, IN"	"18161"	126	34832	361.7	266.3
	"Vanderburgh County, IN"	"18163"	2823	886819	318.3	258.8
	"Vermillion County, IN"	"18165"	339	75568	448.6	321.5
	"Vigo County, IN"	"18167"	1852	524968	352.8	300.2
	"Wabash County, IN"	"18169"	587	150988	388.8	264.6
	"Warren County, IN"	"18171"	133	40077	331.9	219.8
	"Warrick County, IN"	"18173"	870	307330	283.1	224.7
	"Washington County, IN"	"18175"	509	137226	370.9	289.1
	"Wayne County, IN"	"18177"	1450	321798	450.6	329.7
	"Wells County, IN"	"18179"	423	136795	309.2	238.6
	"White County, IN"	"18181"	410	117429	349.1	246.6
	"Whitley County, IN"	"18183"	453	165732	273.3	213.7
	"Adair County, IA"	"19001"	114	33838	336.9	231.1
	"Adams County, IA"	"19003"	49	17630	277.9	159.5
	"Allamakee County, IA"	"19005"	252	66880	376.8	237.4
	"Appanoose County, IA"	"19007"	231	60057	384.6	242.7
	"Audubon County, IA"	"19009"	95	26454	359.1	232.7
	"Benton County, IA"	"19011"	315	124482	253.0	185.4
	"Black Hawk County, IA"	"19013"	1661	644567	257.7	222.0
	"Boone County, IA"	"19015"	378	128449	294.3	220.5
	"Bremer County, IA"	"19017"	311	121223	256.6	186.1
	"Buchanan County, IA"	"19019"	298	103304	288.5	220.6
	"Buena Vista County, IA"	"19021"	207	96855	213.7	189.9
	"Butler County, IA"	"19023"	241	70021	344.2	229.9
	"Calhoun County, IA"	"19025"	173	46468	372.3	230.0
	"Carroll County, IA"	"19027"	267	97219	274.6	196.3
	"Cass County, IA"	"19029"	282	62546	450.9	280.2
	"Cedar County, IA"	"19031"	209	89759	232.8	164.9
	"Cerro Gordo County, IA"	"19033"	697	205774	338.7	230.4
	"Cherokee County, IA"	"19035"	193	53839	358.5	220.4
	"Chickasaw County, IA"	"19037"	190	57935	328.0	225.5
	"Clarke County, IA"	"19039"	177	45521	388.8	296.3
	"Clay County, IA"	"19041"	218	77627	280.8	187.8
	"Clayton County, IA"	"19043"	257	84322	304.8	181.8
	"Clinton County, IA"	"19045"	707	227217	311.2	218.2
	"Crawford County, IA"	"19047"	203	82423	246.3	190.1
	"Dallas County, IA"	"19049"	657	444871	147.7	161.6
	"Davis County, IA"	"19051"	138	43756	315.4	251.2
	"Decatur County, IA"	"19053"	127	38333	331.3	253.5
	"Delaware County, IA"	"19055"	228	83051	274.5	188.8
	"Des Moines County, IA"	"19057"	619	190034	325.7	223.5
	"Dickinson County, IA"	"19059"	266	83179	319.8	186.5
	"Dubuque County, IA"	"19061"	1047	472879	221.4	173.9
	"Emmet County, IA"	"19063"	151	44957	335.9	224.5
	"Fayette County, IA"	"19065"	368	95161	386.7	252.8
	"Floyd County, IA"	"19067"	261	75945	343.7	220.5
	"Franklin County, IA"	"19069"	143	48725	293.5	202.5
	"Fremont County, IA"	"19071"	128	33371	383.6	258.6
	"Greene County, IA"	"19073"	147	43008	341.8	228.1
	"Grundy County, IA"	"19075"	176	59377	296.4	202.8
	"Guthrie County, IA"	"19077"	156	51559	302.6	189.8
	"Hamilton County, IA"	"19079"	232	71898	322.7	227.7
	"Hancock County, IA"	"19081"	123	51442	239.1	155.9
	"Hardin County, IA"	"19083"	250	81187	307.9	201.2
	"Harrison County, IA"	"19085"	226	68277	331.0	223.2
	"Henry County, IA"	"19087"	307	96706	317.5	228.8
	"Howard County, IA"	"19089"	160	44462	359.9	242.6
	"Humboldt County, IA"	"19091"	158	45877	344.4	223.3
	"Ida County, IA"	"19093"	111	33011	336.3	226.1
	"Iowa County, IA"	"19095"	216	78252	276.0	194.5
	"Jackson County, IA"	"19097"	304	93869	323.9	218.8
	"Jasper County, IA"	"19099"	486	179668	270.5	196.1
	"Jefferson County, IA"	"19101"	269	89122	301.8	224.2
	"Johnson County, IA"	"19103"	1030	740876	139.0	159.3
	"Jones County, IA"	"19105"	249	99743	249.6	175.3
	"Keokuk County, IA"	"19107"	156	48984	318.5	209.8
	"Kossuth County, IA"	"19109"	215	71363	301.3	183.0
	"Lee County, IA"	"19111"	695	165620	419.6	291.6
	"Linn County, IA"	"19113"	2433	1102672	220.6	189.4
	"Louisa County, IA"	"19115"	150	54136	277.1	209.7
	"Lucas County, IA"	"19117"	193	41572	464.3	300.5
	"Lyon County, IA"	"19119"	111	56841	195.3	157.2
	"Madison County, IA"	"19121"	199	79192	251.3	196.7
	"Mahaska County, IA"	"19123"	323	107733	299.8	232.1
	"Marion County, IA"	"19125"	428	162075	264.1	198.7
	"Marshall County, IA"	"19127"	697	193917	359.4	277.3
	"Mills County, IA"	"19129"	194	73451	264.1	197.4
	"Mitchell County, IA"	"19131"	168	50908	330.0	213.0
	"Monona County, IA"	"19133"	237	41510	570.9	344.2
	"Monroe County, IA"	"19135"	161	37967	424.1	288.9
	"Montgomery County, IA"	"19137"	215	48361	444.6	302.4
	"Muscatine County, IA"	"19139"	579	209209	276.8	228.6
	"O'Brien County, IA"	"19141"	205	66207	309.6	213.6
	"Osceola County, IA"	"19143"	103	28890	356.5	241.8
	"Page County, IA"	"19145"	266	73250	363.1	234.7
	"Palo Alto County, IA"	"19147"	150	42843	350.1	243.2
	"Plymouth County, IA"	"19149"	247	122273	202.0	152.9
	"Pocahontas County, IA"	"19151"	142	32437	437.8	264.6
	"Polk County, IA"	"19153"	5297	2386780	221.9	221.1
	"Pottawattamie County, IA"	"19155"	1375	456399	301.3	238.4
	"Poweshiek County, IA"	"19157"	281	89361	314.5	217.2
	"Ringgold County, IA"	"19159"	110	23510	467.9	277.3
	"Sac County, IA"	"19161"	181	46524	389.0	253.1
	"Scott County, IA"	"19163"	2188	845761	258.7	218.0
	"Shelby County, IA"	"19165"	172	55354	310.7	195.4
	"Sioux County, IA"	"19167"	251	169633	148.0	130.7
	"Story County, IA"	"19169"	605	479616	126.1	146.1
	"Tama County, IA"	"19171"	268	82172	326.1	237.4
	"Taylor County, IA"	"19173"	101	29688	340.2	224.0
	"Union County, IA"	"19175"	200	59706	335.0	241.2
	"Van Buren County, IA"	"19177"	136	34616	392.9	254.2
	"Wapello County, IA"	"19179"	656	170788	384.1	291.7
	"Warren County, IA"	"19181"	590	249695	236.3	204.5
	"Washington County, IA"	"19183"	273	107225	254.6	186.8
	"Wayne County, IA"	"19185"	119	30973	384.2	256.0
	"Webster County, IA"	"19187"	647	176710	366.1	275.0
	"Winnebago County, IA"	"19189"	162	50309	322.0	220.2
	"Winneshiek County, IA"	"19191"	224	97295	230.2	154.2
	"Woodbury County, IA"	"19193"	1367	504180	271.1	243.6
	"Worth County, IA"	"19195"	93	36103	257.6	174.3
	"Wright County, IA"	"19197"	224	60468	370.4	238.6
	"Allen County, KS"	"20001"	258	60553	426.1	292.5
	"Anderson County, KS"	"20003"	131	38080	344.0	224.2
	"Atchison County, KS"	"20005"	248	79043	313.8	250.8
	"Barber County, KS"	"20007"	87	21818	398.8	249.8
	"Barton County, KS"	"20009"	388	126587	306.5	222.7
	"Bourbon County, KS"	"20011"	261	70770	368.8	280.0
	"Brown County, KS"	"20013"	209	46635	448.2	314.6
	"Butler County, KS"	"20015"	858	327542	262.0	228.4
	"Chase County, KS"	"20017"	41	12736	321.9	195.2
	"Chautauqua County, KS"	"20019"	85	15865	535.8	318.7
	"Cherokee County, KS"	"20021"	471	97866	481.3	347.1
	"Cheyenne County, KS"	"20023"	51	12478	408.7	228.3
	"Clark County, KS"	"20025"	51	9598	531.4	375.5
	"Clay County, KS"	"20027"	117	38526	303.7	208.0
	"Cloud County, KS"	"20029"	177	42583	415.7	280.2
	"Coffey County, KS"	"20031"	144	40109	359.0	231.7
	"Comanche County, KS"	"20033"	41	8488	483.0	280.6
	"Cowley County, KS"	"20035"	634	171133	370.5	285.8
	"Crawford County, KS"	"20037"	630	190109	331.4	298.6
	"Decatur County, KS"	"20039"	67	13274	504.7	287.2
	"Dickinson County, KS"	"20041"	325	90246	360.1	255.1
	"Doniphan County, KS"	"20043"	138	37090	372.1	274.7
	"Douglas County, KS"	"20045"	985	597116	165.0	184.7
	"Edwards County, KS"	"20047"	74	13862	533.8	343.7
	"Elk County, KS"	"20049"	68	12114	561.3	290.9
	"Ellis County, KS"	"20051"	297	140035	212.1	194.2
